x,CDF(x)
2.5240839648733,0.994199989075527
3.25445133534647,0.999431941883298
-2.99156573332608,0.00138775388689787
3.31527436623494,0.999542233911687
1.06152115472778,0.855773437896863
-3.22772595190474,0.000623892260969316
-1.77644428468627,0.0378298587106461
0.375989784023971,0.646537754546706
3.66920482018307,0.999878346954581
3.7284060522982,0.999903652640621
-2.74594308494606,0.00301686150310496
3.77415410972014,0.999919724252893
3.66647892490842,0.999877043412137
-0.117287297242813,0.45331619544237
2.40824936048818,0.991985385784202
-2.87207156420973,0.00203895304292456
-0.627474513337274,0.265174118797092
3.33419891201632,0.99957227270645
2.34350278306763,0.990448190140016
3.68512925967108,0.999885706699905
1.24904040723583,0.894174852460669
-3.723592337835,9.82039897327466e-05
2.80001703306759,0.997445004490779
3.48062584701556,0.999749878121598
1.43345594195934,0.924136209418145
2.06707584723823,0.980636496215245
1.94992239436183,0.974407315243208
-0.864339303335971,0.193700762642397
1.246932679224,0.893788908477106
-2.63708276375127,0.00418112131909722
1.65248962591726,0.950782610889723
-3.75470057205309,8.67744119878766e-05
-1.78907766061366,0.0368011546625979
-3.63970544713815,0.000136475044681054
-3.2310031144885,0.000616782978622088
2.59413178318489,0.995258493460722
1.56252555626605,0.94091788490341
-1.4668621699119,0.0712067766611316
3.61078083168361,0.999847361723202
-3.73374243436667,9.4327712910335e-05
-0.491270235555686,0.311617664320673
-0.949901174114073,0.17108123509842
2.129444640955,0.983391254792494
2.36750320711925,0.991045717590086
-2.51128171147388,0.00601468285735018
-0.0820895457783868,0.467287753163387
-0.436398670298586,0.33127375177397
1.17343034109234,0.87968836204364
1.67910594348174,0.953434300948646
2.04258718949853,0.979453339846018
-1.7962788824714,0.0362250873301815
1.44121546836647,0.925238090152802
1.2438859918702,0.893229237181518
-2.70585388373906,0.00340645076716576
-3.05563859390182,0.00112290890573801
-0.0131203031032134,0.494765906529072
3.68714654729897,0.999886608616174
-1.28010647213761,0.100253846378438
0.683847362857814,0.752964222397697
-2.21502824528108,0.0133790629364659
2.01516181563134,0.978056151503927
-1.96413717401666,0.0247570931147261
0.047775554354442,0.519052440448747
1.59659531570662,0.944822028114672
3.1350440853371,0.999140858564836
3.68351723014766,0.999884981136503
0.3786685503097,0.647532994817852
-2.89823196851399,0.00187636458627653
-2.81266207541636,0.0024566627789569
-1.94478380192763,0.02590050222445
2.73255239298897,0.996857716242224
-1.97065692464832,0.0243815653595479
2.52056430507191,0.994141658621167
